Е,",",қойшы,әрі,",",1
бірден,Есікбаймен,алыса,кетті,.,1
білінгеннен,бастап,ымырт,қараңғысына,дейін,1
жұмсақ,шөпке,тығыла,түсеміз,.,1
Түн,жарымынсыз,бір,қайтпайды,ғой,1
сырғанақ,жасайтынбыз,.,Қар,қалың,1
қиын,ба,",",ол,жағында,1
керемет,екенін,білмейді,екенсің,ғой,1
–,Қорғары,жоқ,болған,соң,1
мен,де,бардым,.,25,1
кеп,қолыңа,беретін,.,Онан,1
үнсіз,отырған,соң,Бапайдың,кемпірі,1
",",–,деген,.,Сондықтан,1
дәмі,білініп,тұрғандықтан,жұта,алмай,1
Семіз,бұзау,мөңкіп-мөңкіп,жығып,кетті,1
шыдай,алмай,оның,соңынан,жүгірдім,1
жөнелді,.,Аян,бізге,қосылып,1
Біз,оның,соңынан,ердік,.,1
Өзі,де,тынымсыз,сөйлеп,",",1
адам,таба,алмады,.,–,1
күн,өткен,соң,",",әбден,1
Менің,оянғанымды,көріп,:,18,1
жүгірді,.,Мені,көріп,бұрылды,1
.,Тонының,екі,етегі,далпылдап,1
етіп,өте,шықты,.,Аян,1
қараңғы,бұрышта,бір,уыс,боп,1
.,Жүр,",",түсейік,.,1
жатқан,көрінеді,",",–,деді,1
менің,хатымды,көшіріп,жаз,",",1
дүниені,көріп,отырғандай,дірілдей,шытынып,1
шамы,бар,ылдиға,да,",",1
тартуға,дәрмендері,зорға,жетеді,.,1
",",сыртқа,Бапайдың,кемпірі,шықты,1
–,Иә,",",–,деді,1
",",жүріп,келе,жатқан,бойда,1
жатыр,.,Аян,болса,сол,1
әрмен,жамандайтын,.,Онан,біздің,1
Аянның,мінезі,.,Бірде,",",1
теуіп,жүрген,шанаға,сиқырлы,қанат,1
сексиіп,ұзақ,тұрды,.,Қайта,1
Таста,әрі,!,..,–,1
.,Дәл,біздің,хат,тануымызды,1
ғой,",",аяғыңды,салғызбайсың,ба,1
шықты,.,Сыртқа,шыққан,соң,1
.,Құз,жақтан,соққан,суық,1
ма,",",әйтеуір,",",Аянның,1
жаза,алатындай,халге,жеттік,.,1
біздің,ауылға,қырық,екінші,жылдың,1
Онан,соң,біздің,жауабымызды,күтпестен,1
ішіне,жылқы,тезегі,салынған,ешкі,1
соқа,артындағы,әйел,өзі,кеп,1
«,Топырағың,жеңіл,болсын,",",1
теппей,қойды,:,–,Аяғым,1
дейін,",",сонан,бері,талай,1
уақытта,басын,көтеріңкіреп,маған,:,1
",",–,деп,күңкілдеген,сайын,1
барады,.,Қара,жолдың,шаңын,1
бәрін,біледі,...,–,деді,1
тұрды,.,Кекіліміз,жоқ,бізге,1
–,Мен,бүгін,таң,алдында,1
келеді,.,Сенің,сол,мүшкіл,1
ғана,сол,масақтарды,жинайды,.,1
ашық,болатынын,жұлдызға,қарап,айтқанына,1
–,деді,ол,сүйінші,сұрағандай,1
Ол,–,көктем,кезінде,еді,1
сайға,қарай,жүгірді,.,Екеуінің,1
жарығында,",",не,ішіп,",",1
.,–,Жарайды,",",қойыңдаршы,1
",",олардан,шығатын,иісті,сөз,1
мысық,.,Сенің,үйіңде,алтын,1
қанат,бітеді,.,Сен,тек,1
бір,күннің,ішінде,екі,ертегіні,1
төрт,күн,жатып,қалды,.,1
Онда,да,арқасын,қайыстырған,қамшының,1
Мұнан,әрі,соғысқа,баруды,",",1
–,О,",",маубас,",",1
жатқан,секілді,.,Оның,қорқырай,1
де,жеттім,.,Аян,қараңғы,1
бәрбәрі,күннің,ерекше,бір,нұры,1
Біз,болсақ,",",енді,қайтер,1
зыр,жүгіріп,сынық,салатын,адам,1
бала,екен,.,Адамды,іш,1
еш,зауқымыз,жоқ,",",көңілсіз,1
...,Дүниедегі,жақсылық,атаулының,бәр-бәрі,1
қызықтап,тұрды,.,Тек,балалар,1
.,Аян,оны,белдесуге,жібермей,1
көрмейтін,жерге,барып,төбелесейік,",",1
«,Шіркін,",",Аян,айтқандай,1
бір,нұры,құйылып,жарқырағандай,боп,1
",",оған,үн,қатқамыз,жоқ,1
сөзіне,қошамет,білдіріп,сықылықтай,күлдік,1
ете,қап,",",шалқасынан,гүрс,1
",",сөз,қылушы,едік,.,1
келген,еді,.,Ол,үнсіз,1
салды,.,Тоңғаннан,ба,",",1
.,Аян,нанды,көргенде,",",1
.,Ел,кеткен,соң,жасырынып,1
беруі,керек,",",ал,біз,1
денесі,қызып,",",таң,атқанша,1
қарай,жалтақтадық,.,Құз,іші,1
Кет,",",тырнауық,мысық,",",1
тиісе,бастады,.,Аян,оған,1
баракқа,алып,бардық,.,Ауылға,1
алды,да,",",тағы,да,1
кірісер,сәтте,Есікбай,тұрып,:,1
соқа,тартуға,дәрмендері,зорға,жетеді,1
қозғалып,тұрған,сияқты,көрінді,.,1
кекіл,шашын,үрлеп,тұрды,.,1
–,Аман-есен,барып,орналасқан,соң,1
жердің,күні,өте,жайма-шуақ,",",1
.,Бас,демей,",",көз,1
ат,қораға,қарай,жүгірдік,.,1
қатысқысы,келген,.,Бірақ,екі,1
.,Асылбек,шал,мал,қорасының,1
жас,қабірге,жаутаңдап,біраз,қарап,1
үстін,тұмшалап,тұр,.,Ит,1
Аянның,11,ертегісі,таусылмай,ешкім,1
да,әлгі,Садық,бір,пәлені,1
жанына,кеп,отырдым,.,Ол,1
Аянның,бетіне,жаға,салды,.,1
қандай,керемет,екенін,білмейді,екенсің,1
шөп,тарту,",",тұқым,тартумен,1
сорамыз,бірдей,ағып,",",әрқайсымыз,1
еске,алып,",",олардан,шығатын,1
даурықпайтын,.,Қызараңдай,күлімсіреп,кеп,1
жоқ,.,Әлден,уақытта,басын,1
арт,жағын,ала,",",ызғырық,1
бұлқынғанына,қарамастан,тырп,еткізбеді,.,1
ғой,»,деп,Аянның,алдына,1
Айлы,түнде,шанаға,сиқырлы,қанат,1
естеріне,де,алмастан,екеуі,екі,1
төр,алдына,етбетінен,түсіп,",",1
семсерді,жарқ-жұрқ,еткізіп,",",ат,1
боп,тоңған,екі,қолын,аузымен,1
",",айдалада,тапқанмын,»,дейтін,1
апты,.,Мен,таяп,келгенде,1
дәу,қорқырап,ұйқыда,жатқан,секілді,1
шошайып,жалғыз,қалды,.,Ол,1
цобелей,»,бергеннен,тамағымыз,жыртыла,1
",",шіркін,",",сондай,семсерім,1
иә,секірсе,тобығы,тайып,кететін,1
қойды,.,–,Енді,аяғымды,1
.,Онан,соң,көзін,сүртті,1
парлайды,.,Біз,өгіз,үстіндегі,1
»,десе,",",«,ойбай,1
Есікбай,басқа,балаларға,істейтін,қылығын,1
деп,күңкілдеген,сайын,",",Есікбай,1
тұр,.,–,Жарайды,",",1
мә,",",сырғанашы,»,",",1
еді,.,Баттиып-баттиып,",",балқыған,1
сиырын,Бапай,шалдың,үйіне,дейін,1
.,Ендеше,ылди-өрге,бірдей,сырғанайтын,1
–,Менің,көкем,де,жоқ,1
келмейтіндігі,еді,.,Бірекі,рет,1
жалтақтап,қарай,береміз,.,Енді,1
жүрген,әкелеріміздің,",",ағаларымыздың,үйде,1
жауабымызды,күтпестен,өзі,бастап,үйдің,1
алмасың,бар,сұрап,неғыласын-ей,",",1
жағып,отырып,",",білдіртпей,ғана,1
деп,оны,мүміркегеннен,амалсыз,бергендей,1
",",–,деп,үйіне,кетті,1
тұсына,жеткенде,",",көз,жасын,1
бар,",",алдында,шамы,бар,1
күні,Аян,әжесінің,тумаласы,Бапай,1
жер,сыпырғандай,көлденең,сүйретіп,",",1
қатарласып,үнсіз,жүре,бердік,.,1
",",–,деді,.,Бәріміз,1
!,»,дегенде,бір-ақ,аш,1
ырғыды,да,",",табанынан,от,1
тұрғанына,шыдай,алмай,:,8,1
шылымын,сөндірмей,лақтырып,тастап,",",1
жаз,",",тек,менің,ағамның,1
иіскедім,...,Әжем,ылғи,:,1
Ол,жалғыз,көзді,дәудің,мекені,1
бір,ертегіден,артық,қалай,жалынсаң,1
жабысасың,.,Тағы,да,жақ,1
мысық,?,–,деп,",",1
қарадық,.,Шынында,да,жұлдыздар,1
.,«,Шынында,да,",",1
Отқа,жанғанда,сабан,дүр-дүр,етіп,1
",",бұғып-бұғып,үйді-үйімізге,тарадық,.,1
сыбырлап,қана,:,–,Аян,1
күрескенімізде,ол,біразымызды,жығып,кетті,1
дер,екен,",",дегендей,Аянның,1
анық,естілді,.,Қып-қызыл,боп,1
екен,.,Бір,жамбастаған,күйде,1
рет,қана,тиетін,",",онда,1
келе,қалғанда,мал,керек,емес,1
жыламайды-ей,?,»,–,деп,1
топырақ,тұманша,қалқып,",",шаңытып,1
.,Тобығы,үшінші,рет,тайғанда,1
осы,кезде,Есікбай,Қосымның,бас,1
.,Біз,",",басқа,балалар,2
қораның,төбесіне,жиналуды,әдетке,айналдырдық,1
",",келе-келе,шетімізден,сараңси,бастадық,1
Аян,.,Біз,",",бәріміз,1
.,–,Мен,судың,астында,1
келе,жатып,әркімге,бір,ұрынатын,1
кеп,:,-,Тырнағының,қайсы,1
қой,",",сен,жүгіре,алмайсың,1
бет-аузын,сия-сия,ғып,ағасына,хатты,1
.,25,Сары,су,іркілген,1
Ұзыннан-ұзақ,бір,көше,боп,жоғарыдан,1
Тапталған,қар,күні,бойы,жентектеліп,1
.,Мен,:,«,көзіңді,1
көз,демей,ьылшылдатып,тебе,берді,1
Ол,тәтті,ойға,шомған,күйде,1
алқына,дем,алады,.,Тонының,1
шоқысы,–,астында,жалғыз,көзді,1
ертегінің,күлкілі,оқиғасы,көбейіп,",",1
шыққан,әлсіз,",",жіңішке,дауыспен,1
үйрендік,.,Енді,біздің,ауылдан,1
оянғанымды,көріп,:,18,–,1
көтеріп,алды,.,Қарт,адамның,1
те,",",ізгілік,те,",",1
:,бірі,қолынан,",",бірі,1
Қайдан,келген-ей,?,»,–,1
Жуық,арада,сейіле,қоймайды,.,1
",",дауыстап,айтуға,кемпір-шалдан,бата,1
Бапайдың,есігінің,алдында,тұрған,арбаға,1
алдында,түсімде,ағамды,көрдім,.,1
–,Сенімен,бе,",",қойшы-ей,1
Аянға,да,істеді,.,Онымен,1
",",Асылбек,оның,аяғын,уқалап,1
үйдей,көтеріліпбасылып,желпілдеп,",",бірде,1
жаттым,.,–,Сорлы,жетімнің,1
үнсіз,жатты,",",түймесі,ағытылған,1
бас,изестік,.,Аян,тонының,1
сияқты,едік,сол,бір,сәтте,1
–,деді,анадайдан,дауыстап,.,1
көріп,отырғандай,дірілдей,шытынып,",",1
",",ойының,осылғырдың,...,Ибай-ау,1
бұрқ,ете,қаласың,.,Көзіңді,1
кеп,Аянның,бетінен,сүйді,",",1
қабырғаны,жағалап,түкпірге,қарай,жүре,1
отырып,",",жымың-жымың,күліп,қойып,1
жыламай,бақ,",",–,деген,1
дауыспен,:,–,Ертеде,бір,1
.,Тағдыр,оған,дегенде,ештеңесін,1
Аян,ақсаңдаған,күйде,бізге,бұрыла,1
алды,.,–,Қарағым,",",1
аяғымды,",",сырт,киімімді,шешіп,1
Қозғалуға,шамаң,жоқ,",",өне,1
Білмеймін,",",–,дедім,мен,1
.,Есікбайды,сыбап,боқтап,:,1
бізге,оның,сол,қылығының,өзі,1
.,Күнде,сабақтан,кейін,үйіне,1
еді,.,Ұзыннан-ұзақ,бір,көше,1
көшеде,екіге,жарылып,ап,",",1
",",құрыстап,қалған,бойымызды,жазып,1
",",біз,де,әбден,титықтайтынбыз,1
шығып,тұрады,–,деді,бір,1
ғана,ызғырық,жел,соғып,тұрды,1
еді,.,Отқа,жанғанда,сабан,1
қол,",",бір,аяғынан,паралич,1
–,деп,менің,қалтамның,түбіндегі,1
естісе,де,",",естімеген,адамша,1
тоқай,алып,жылатып,жіберетін,.,1
ішімізге,тартып,",",қараңғыда,теңселгендей,1
күңкілдейтін,.,Әрине,",",майдандағы,1
кигізбейді,",",–,деді,көп,1
көз,тігіп,қарай,беруге,дәтіміз,1
лапылдап,көтеріліп,кетті,.,Не,1
",",Аяннан,да,әр,нәрсені,1
нан,алып,келетінмін,.,Аян,1
тұрдық,.,Дір-дір,етіп,шетімізден,1
күнде,неше,түрлі,ертегілерді,ойлап,1
қатарынан,жақында,ғана,қайтқан,",",1
қалатын,.,Бірте-бірте,ол,алысып-жұлысып,1
балалар,екіге,бөлініп,қар,атқыласып,1
жоқ,бізге,оның,сол,қылығының,1
өзінің,",",жаман,әліне,қарамай,1
шанам,дәл,осындай,еді,",",1
Жаны,тәтті,шірік,",",көрінбе,1
ақыры,Садықтың,жанында,отырған,Қосым,1
аузы,қан-қан,болып,атып,тұрып,1
жарасы,қаншама,еді,.,Сол,1
сырғанақты,онан,әрмен,жамандайтын,.,1
кетіп,барады,.,Қара,жолдың,1
–,Иә-ә,...,әне,",",1
төңірекке,жалтақтай,береміз,.,Түн,1
–,деді,.,Бәріміз,соған,1
.,Қар,қалың,түскенімен,таулы,1
шығар,",",тек,басқамыз,ертегіні,1
деді,ақыры,күрсініп,.,Мен,1
Енді,біздің,ауылдан,күніне,майданға,1
кейін,жуынып-шайынып,Асылбектің,өзі,де,1
кезде,Аян,:,–,Менен,1
күлкіміз,келмесе,де,оның,сөзіне,1
беріп,жүрмін,",",ылғи,беремін,1
–,деп,қиялдайтын,сияқты,едік,1
бір-ақ,ырғыды,да,",",табанынан,1
қалды,",",–,деп,қойды,1
.,–,Аман-есен,барып,орналасқан,1
әзер,деп,көтеріп,",",екі,1
мына,асқар,таудың,арғы,жағында,1
ертегісін,тездетіп,айтып,бітіреді,де,1
отырдым,.,Ол,да,үнсіз,1
осы,тұста,кемпірі,.,–,1
дейді,.,Жетім,бала,қотыр,1
.,Әнге,екінші,соқадағы,әйел,1
Бір,күндері,кейбіреулеріміздің,үйіміз,темекі,1
ештеңесін,аямады,.,Үлкендер,«,1
ол,салмақты,үнмен,.,Басын,1
",",әлің,кетіп,",",қалғи,1
көшеде,сырғанақ,тебуге,кіріскенбіз,.,1
!,–,деп,баж,ете,1
.,Желсіз,тымырсық,күнде,бұрқылдаған,1
күннен,кейін,Аян,төсектен,тұрып,1
–,Жүріңдер,",",бүгін,мен,1
көзі,қып-қызыл,боп,кетіпті,.,1
–,дейтін,Садық,арман,еткендей,1
еш,шаруамыз,жоқ,.,Тіпті,1
сиырын,бұйдасынан,жетелеп,көшенің,басындағы,1
Біз,әр,дыбысты,қалт,жіберместен,1
пальтоны,алып,оның,алдына,әкелдім,1
жұмсақ,мінезі,бізді,бірден,үйіріп,1
кездерімізде,өзімізден,кіші,балаларды,тамсандыра,1
себепті,қаладан,көшіп,келген,мұғалім,1
:,–,Жүріңдер,",",бүгін,1
–,деп,жер-көкті,басына,көтере,1
қарай,оқша,зулап,шанасының,табанынан,1
қалайда,қалтқысыз,сендіретіндей,керемет,бір,1
Шіркін,",",ағама,хат,жазар,1
ыңқ,еткізді,.,Бірақ,үстінен,1
Біз,санымызды,шапақтап,уралап,",",1
сайын,бір,ертегі,ойлап,шығарады,1
тартумен,титықтап,шыққан,арық,өгіздердің,1
жүріңдер,әрі,",",өй,өңшең,1
дедім,мен,оңаша,қалған,соң,1
осы,әлгінде,ғана,сынған,ештеңесі,1
несі-ай,",",тап,терезенің,түбіне,1
сорғалап,ағып,түсердей,боп,жарқырайды,1
айтып,.,–,Не,қоятыны,1
ап,:,«,Топырағың,жеңіл,1
ақылдасып,жүргеннен,саусыңдар,ма-ей,?,1
ешкім,тырп,етпеуші,еді,.,1
ортаға,ап,",",қоршалай,тұрмыз,1
соң,",",әбден,үйренісіп,алғаннан,1
көріп,Аян,сырғанақты,онан,әрмен,1
қайырған,талай,әйелдер,мен,жасөспірім,1
болса,»,",",–,деп,1
қалдым,.,–,Өй,",",1
",",аузыңды,ұрайын,",",жаман,1
партаға,отырғанбыз,.,Бірінші,күннен-ақ,1
мал,керек,емес,пе,Аянға,1
бардық,.,Ол,жыламауға,тырысып,1
тезегі,салынған,ешкі,сирақ,темекіні,1
ертегі,айтамын,",",–,деді,1
Асылбек,таяп,кеп,оның,аяғына,1
міз,бақпайды,.,Тек,әлдебір,1
",",Садық,",",мен,сорайыншы,1
Сорлы,жетімнің,көрген,күні,сол,1
",",астына,шөп,жұмарлап,",",1
айтшы,.,–,Тағы,да,1
деп,",",дауыстап,айтуға,кемпір-шалдан,1
.,Бірақ,қанша,күшенгенімен,жығуға,1
бір-бір,шолып,өтті,.,Біздің,1
Біздің,ауыл,Ешкіөлмес,деген,кішкене,1
алмаймыз,.,Әйелдерге,қосылып,жылауға,1
–,дейтін,салмақтана,сөйлеп,",",1
барайық,»,",",–,десіп,1
жіберердей,боп,алға,қарай,оқтана,1
әлгі,баланың,алдын,орай,өтіп,1
секіріп,мінген,.,Семіз,бұзау,1
құлақты,тұндырады,.,Құжынаған,шыбындардың,1
ұрлап,алып,шыққан,екенбіз,.,1
.,Ойынның,осындай,бір,қызу,1
мән,бермеуші,едік,.,Бар,1
",",көзін,жұмып,",",көкпеңбек,1
.,Арт,жағы,аласа,тас,1
шығаратынбыз,.,–,Аян,",",1
Демімізді,ішімізге,тартып,",",қараңғыда,1
тырнамақ,боп,ызақорлана,ұмтылған,",",1
үйіріліп,",",тамағымызға,өксік,тығылып,1
.,Аян,бас,киімін,алып,1
кінжіді,.,–,Жарайды,",",1
иісін,иіскеп,жатқам,.,Ағамның,1
ол,өзі,бастады,.,–,1
да,қалатынбыз,.,Ол,күнде,1
етіп,алысса,",",иә,секірсе,1
жылап,келеді,екен,.,Екеуіміз,1
:,3,–,Қойсаңшы,енді,1
.,Ол,жалғыз,көзді,дәудің,1
тынады,.,Жатарында,кемпір,:,1
киініп,апты,.,Мен,таяп,1
.,Сайға,түскен,соң,Аян,1
тастайды,.,Бірақ,олыр,кетісімен,1
қараңғыда,бөрікше,шошайған,Ешкіөлмес,шоқысы,1
",",төсек,тартып,жатып,қалды,1
сары,тонының,етегінен,иіскеді,де,1
күні,ғана,Қараойдан,әкелінген,көк,1
рет,тайғанда,",",ол,үйінде,1
ма,?,–,Ойнағанда,қандай,1
алқына,тұрып,сүйінші,сұрағандай,бірімізге-біріміз,1
сорайын,",",–,деді,ақыры,1
бен,сырма,шарықтарымыз,зілдей,боп,1
жібереді,де,:,–,Жығылып,1
әдеті,бар,.,Әлі,жеткенді,1
Әлгі,шал,ертеден,бері,зыр,1
дүбірлеген,не,десем,",",мыналар,1
изестік,.,Аян,тонының,омырауына,1
",",өгіздер,мықшиып,тұрып,қалады,1
Аян,да,бауырын,жазып,",",1
оралатын,.,Оның,асыға,күтетін,1
келерсің,әлі,...,Бапай,да,1
көк,семсерді,жарқ-жұрқ,еткізіп,",",1
қорадан,шықты,.,Сыртқа,шыққан,1
соң,шынысын,төңкеріп,қуысқа,келеді,1
қақалған,жоқ,",",түтінді,аузын,1
",",бәріміз,оны,мазақтап,",",1
оның,қуанышында,шек,жоқ,еді,1
үйден,апам,шыққан,.,Менің,1
мөлт-мөлт,етіп,жас,үйіріліп,",",1
.,Аян,бұрыннан,таныс,адамдай,1
істеді,.,Онымен,төбелескісі,келіп,1
дәл,алдында,ақырын,теңселе,қозғалып,1
Онан,соң,біраз,үнсіз,жатты,1
едім,",",түсіме,кірді,...,1
.,Осыдан,кейін,бір,жеті,1
құйқаны,шымырлатып,жоқтау,айтқан,дауыстар,1
:,–,Менен,де,жусанның,1
пештің,түбіндегі,өз,орны,–,1
шана,күніне,бір,рет,қана,1
қуысты,меңзейтін,.,Мен,қуысқа,1
Сәлден,кейін,көшенің,басына,шығып,1
де,ердім,.,Асылбек,шал,1
болдық,.,Темекі,тартып,отырып,1
ойын,кезінде,Аянға,шанамызды,кезекпекезек,1
Қорғары,жоқ,болған,соң,басынғаны,1
дәу,естіп,қоймасын,дегендей,даусын,1
Күніне,екі-үш,хаттан,жазады,.,1
топырақ,орап,",",бұрқылдата,лақтырып,1
–,Әй,",",анау,кім-ей,1
–,Енді,аяғымды,ағам,келгенде,1
.,Біз,өгіз,үстіндегі,балалар,1
жатыр,екен,.,Бір,жамбастаған,1
әлі,.,Сонда,көрсетеді,Тұржанға,1
.,Арайланып,таң,білінгеннен,бастап,1
қалғанның,өзінде,де,",",«,1
Жусан,иісі,1,Алыста,қалған,1
»,Осы,тұста,Аян,көзі,1
шаналарымызды,қаз,қатар,тіздік,те,1
жатты,.,Жаз,ортасы,.,1
.,Екеуі,шартпа-шұрт,белдескен,кезде,1
қойшы,әрі,",",сен,де,1
",",тобығы,тайған,сол,аяғын,1
мазмұны,да,",",кейде,тіпті,1
",",салып,берейін,қарағым,.,1
",",–,десіп,",",біз,1
екі-үш,хаттан,жазады,.,Кейде,1
Бусанып,жатқан,қара,парға,бұрқ,1
сырғанап,кеп,қолыңа,беретін,.,1
боп,тына,қалдық,.,Бір,1
етіп,",",тәтті,арманға,шоматынбыз,1
–,Аян,.,Біз,",",1
мынаның,.,Бірдеңе,көрінер,мынаған,1
.,Таңдайымыз,кеуіп,",",қаңырығымыз,1
Түске,жақын,өзегің,талып,",",1
сайын,",",Есікбай,ыржақтап,кеп,1
жатты,",",түймесі,ағытылған,күртесінің,1
қарай,оқтана,жүрді,.,Бірақ,1
жалт-жұлт,етеді,...,Ызғырық,жел,1
орнымызда,қатар-қатар,сұлай,кетеміз,.,1
қалқып,",",шаңытып,тұрып,алады,1
–,Үйібай,бетім-ай,",",бұ,1
.,–,Е-е,",",бұл,1
Адам,көрмегендей,бір-бірімізді,кимелеп,",",1
»,–,деп,қоямыз,.,1
соғыс,жылдарында,біздің,ауыл,отынға,1
алмайсың,шойтаңдап,",",–,деді,1
тізеден,жоғары,қысқа,қара,шалбар,1
Бапайдың,кемпірі,:,–,Әй,1
үнсіз,қабылдады,.,Қаралы,қағазды,1
шалып,",",мазасын,кетірді,.,1
езуін,жия,алмай,ыржия,күліп,1
.,Аян,оның,қолына,қарады,1
.,Әрине,",",майдандағы,әке-ағамызға,1
қанын,жуып,",",ақ,жейдесін,1
жерге,түскен,.,Тұржан,енді,1
өргізіп,жіберіп,",",қайтар,жолда,1
Басқа,мұғалім,келмеді,.,Осылайша,1
бір,таудың,биігі-ай,.,Алыстағы,1
атқанша,сандырақтап,сөйлеп,шықты,.,1
.,Сол,күні,оның,ертегісі,1
бұлаққа,барып,бет-аузының,қанын,жуып,1
",",басын,шайқып,теппей,қойды,1
ағып,түсердей,боп,жарқырайды,.,1
–,деп,ентелеп,келе,жатқан,1
Қосымның,мұрнынан,қан,дірдектеп,",",1
бойы,удай,сыздап,",",жанға,1
салмайтын,",",өзі,төбелесқор,",",1
боп,қалды,ғой,",",жетер,1
Есікбай,.,–,Ал,мен,1
деп,жан,даусы,шыға,айқайлап,1
бала,оның,сөзіне,күлімсіреп,.,1
Аян,болса,бұлаққа,барып,бет-аузының,1
тұратын,.,Тек,Бапайдың,кемпірі,1
көшеде,аңтарылып,тұрғанымызда,Садық,:,1
бірде,апам,мен,жүн,түтіп,1
жоқ,еді,.,Күнде,сабақтан,1
Мә,",",Аян,",",сен,1
ертегілері,көбіне,жетім,бала,туралы,1
уқалап,",",сылай,берді,.,1
бозарып,",",біздің,ойынымызға,қарап,1
менің,бас,изеуімді,күтпестенақ,:,1
ұзақ,тұрды,.,Қайта,келгенінде,1
үнемі,сөйлетумен,болды,.,Бір,1
айтылмаған,соң,",",аяғымды,",",1
айналды,.,–,Жүріңдер,",",1
",",сондай,семсерім,боп,мен,1
Біз,тым-тырыс,боп,тына,қалдық,1
қағып,:,–,Түн,ортасы,1
ақ,1,екенін,біліп,болмайды,1
уһ,»,деп,еркін,тыныстап,1
оған,қарайлайтындай,шамамыз,жоқ,.,1
күні,бойы,жентектеліп,еріп,",",1
Бұл,кім-ей,?,Қайдан,келген-ей,1
біртіндеп,Аянның,ертегісі,қызған,сайын,1
қатты,науқастанып,",",төсек,тартып,1
қара,топыраққа,Есікбайдың,бетаузын,бір-екі,1
оған,пәлендей,мән,бермеуші,едік,1
кеуіп,",",қаңырығымыз,түтеп,",",1
қомағайлана,түтінді,ішіне,тартамын,деп,1
апам,.,–,Жоға,.,1
ауыр,күрсініп,.,–,Қорғары,1
",",менен,де,жусанның,иісі,1
бізге,сол,күні,ойлап,шығарған,1
мұнтаздай,таза,бір,бала,тұр,1
тұншығардай,қапас,",",тымырсық,еді,1
қуысқа,келеді,.,Келе,бірден,1
жазған,әріптерін,айна-қатесіз,қағазға,түсіріп,1
тобығыңды,енді,шығарып,алма,...,1
айран,әкеп,берді,.,Сәлден,1
",",белі,бос,штанының,ауын,1
ауылға,қайтқан,.,Кенет,бүкіл,1
дейтін,...,Менің,ағамда,жусанның,1
шығаратынын,білсек,те,",",оған,1
ба,",",кім,білсін,",",1
:,–,Сенімен,бе,",",1
байлап,",",бала,атаулы,тегіс,1
керек,.,Түнде,маған,да,1
басына,ілді,де,",",бірден,1
",",жаза,алатындай,халге,жеттік,1
.,Бірақ,біздің,оған,қарайлайтындай,1
жатардың,алдында,далаға,шыққам,.,1
отырған,Садық,:,–,Қалай,1
.,Ақыры,Садықтың,ұзын,темекісін,1
.,Біз,",",бәріміз,оны,1
айтқандай,ылди-өрге,бірдей,сырғанайтын,рульді,1
барлары,аяғына,конькиін,байлап,",",1
Сен,тек,жығылып,қалмай,",",1
та,",",әйтеуір,адамға,тән,1
әлгінің,үстіне,Аянды,жатқызды,.,1
шылымды,орауға,кіріскенбіз,.,–,1
деп,қуып,жіберді,.,Енді,1
ұстайды,.,Арайланып,таң,білінгеннен,1
отырған,соң,Бапайдың,кемпірі,Аянды,1
Шетте,отырған,балалардың,бірі,шылымын,1
қалпында,бәріміздің,жүзімізді,бір,сүзіп,1
.,Өйткені,Аянның,ертегілеріндегі,батырлар,1
Аян,жүгіре,жөнелді,.,Сәлден,1
Соңынан,мен,де,бардым,.,1
23,Кешкісін,жерден,қазылған,баракқа,1
қиратып,жүрсің,?,!,–,1
ұйқыға,жатардың,алдында,далаға,шыққам,1
етіп,кеттік,.,Және,бір,1
Былай,шық,деп,",",дауыстап,1
қойып,",",көтеріле,түсіп,",",1
айна-қатесіз,қағазға,түсіріп,",",тез,1
ұрсады,",",–,деді,.,1
шынымен,солай,ма,",",әйтеуір,1
Қар,қалың,түскенімен,таулы,жердің,1
бәр-бәрі,:,ерлік,те,",",1
шүберекпен,әдемілеп,таңып,тастады,да,1
жағын,ала,",",ызғырық,желдің,1
рет,ежіктеп,оқыды,да,",",1
ешкі,сирақ,шылымды,орауға,кіріскенбіз,1
жеті,өткен,соң,",",ертеңгісін,1
алайын,деп,пе,ең,.,1
шылайды,да,",",«,сенің,1
алған,демінен,шошақ,тау,түндігін,1
шанасын,сүйретіп,",",конькиі,барлары,1
Ол,көзі,жасаурап,",",ақсақ,1
ұғады,.,Әлден,уақытта,әйелдердің,1
Төбесіне,ұя,салған,торғайлардың,",",1
Онысы,несі-ай,",",тап,терезенің,1
едік,.,Ел,кеткен,соң,1
киіз,төселген,қуысты,меңзейтін,.,1
боп,тағайындалғаннан,кейін,",",жұмсағанда,1
әркім-ақ,ойлай,бастаған,.,Бірақ,1
жоқ,.,...,Қаралы,қағаздар,1
та,",",шөпке,белуардан,кіріп-ап,1
Тәйт,әрі,",",осы,жеті,1
да,әр,нәрсені,бір,сұрап,1
жақ,ыстық,екен,.,Суға,1
Бірсыпыра,балалар,осы,арада,екен,1
!,–,деді,таңырқап,.,1
.,Төбе,құйқаны,шымырлатып,жоқтау,1
.,Біздің,ауылда,әжесінің,жамағайын,1
мас,қылғандай,тұла,бойды,шымырлатады,1
..,Мен,үн-түнсіз,жер,шұқылап,1
оқу,басталып,",",жеті,менен,1
",",бүгін,мен,кешегіден,де,1
қызығы,–,көпшілігіміз,ол,иісті,1
!,–,деп,қуып,жіберді,1
жатқан,сол,сабан,екен,.,1
",",тарпығандары,",",қасынғандары,естілді,1
болған,соң,ба,",",кім,1
береді,.,–,Ал,",",1
