да,",",өрге,де,1
ақшасын,қалтаңа,салып,берер,1
үйіне,жиналған,қатын-қалаш,",",1
ғана,:,–,Ағам,1
.,Бірақ,Аянның,11,1
...,Түске,жақын,өзегің,1
ба,?,–,деп,1
жүріңдер,әрі,",",өй,1
тұмсықтата,салып,жіберді,.,1
қарадық,.,Анадай,жерде,1
алдына,атаммен,қатарласа,салынған,1
бойымен,басты,.,Бірақ,1
",",дәл,ұйқыға,жатардың,1
кім,менімен,жарысады,!,1
",",осы,екеуінің-ақ,сыбыр-күбірі,1
сүтін,құрсаулы,бәнкеге,құйып,1
ба,",",ол,жағында,1
бір,жеті,өткен,соң,1
.,–,Менің,де,1
",",өзіне,де,обал,1
Бұл,кезде,қыс,түсіп,1
Бір,күндері,кейбіреулеріміздің,үйіміз,1
",",«,ойбай,»,1
тұқым,тартқан,арбамен,ауылға,1
қорасынан,шыққысы,келмей,тартыншақтай,1
...,–,деп,оның,1
",",бұ,алжыған,атаңның,1
қойып,",",ауылға,қайтты,1
дұрыс,адам,ойнай,ма,1
ит,талағандай,алым-жұлым,",",1
–,Бермеймін,со,...,1
Аянның,ертегілерінде,болушы,еді,1
Сонда,да,болса,басқамыздан,1
етіп,алысса,",",иә,1
тұрды,.,Кекіліміз,жоқ,1
деп,баж,ете,түсті,1
.,Іскерден,біртіндеп,ер-азаматтар,1
шықты,.,Бапай,арба,1
күліп,кеп,шанаға,отырды,1
болды,",",тобығыңды,енді,1
ете,түскен,",",Асылбек,1
киіз,төселген,қуысты,меңзейтін,1
",",соларды,сағалап,келсе,1
.,Өзі,айтқаннан,ба,1
",",әбден,үйренісіп,алғаннан,1
Енді,оны,қайта,орнына,1
біз,де,енді,",",1
көрген,өзіне,.,Аян,1
еді,.,Іскерден,біртіндеп,1
деді,ақыры,күрсініп,.,1
біз,де,араласқанбыз,.,1
дейді,.,Бойыңдағы,бар,1
соң,қабырғаны,жағалап,түкпірге,1
хат,жазатын,болды,.,1
ғана,білеміз,.,Ертегі,1
жатып,қалды,.,Бір,1
",",астында,жатып,құр,1
Енді,біздің,ауылдан,күніне,1
–,Ойнағанда,қандай,.,1
темекі,ұрлап,алып,кепті,1
шам,жаға,бастаған,кезде,1
үшін,біз,де,ердік,1
...,Сөйтіп,жатып,ұйықтап,1
қиын,ба,",",ол,1
кемпірі,бізді,төрге,отырғызып,1
шығып,",",бізді,жаңа,1
қол,алысып,қоштасты,.,1
деп,айқай,салды,Есікбай,1
бірі,қалжырай,шыққан,зарлы,1
.,Аянның,үйінен,шығып,1
етті,...,Жаны,тәтті,1
Ойбай,",",өрт,!,1
Күнде,сабақтан,кейін,үйіне,1
ұясына,қонды,дегенше-ақ,жүзі,1
бәрбәрі,күннің,ерекше,бір,1
",",бұ,дүбірлеген,не,1
жатқам,.,Ағамның,иісі,1
.,Онан,соң,әрқайсымыз,1
қарамай,",",–,деп,1
.,Басқа,мұғалім,келмеді,1
алмай,",",сыбдырсыз,шешініп,1
сырғанақ,тебуге,кіріскенбіз,.,1
ілесе,сыртқа,шықты,.,1
орнын,биіктеу,ғып,отырды,1
ойбайлап,жатты,да,",",1
екі-үш,хаттан,жазады,.,1
тым-тырағай,зытуға,дайын,отыратынбыз,1
боп,:,–,Менің,1
күйде,сыбырлағандай,дауыспен,:,1
қып-қызыл,боп,тоңған,екі,1
рет,көміп-көміп,жіберген,.,1
бұрқ-бұрқ,еткізіп,шығара,отырып,1
.,Дәл,сол,кезде,1
баракқа,келеміз,.,Іші,1
күтуіміз,керек,.,Түнде,1
Қане,кет,",",–,1
қаумалап,артынан,айдадық,.,1
.,Солардың,бірде-бірі,Тұржанға,1
біздің,жауабымызды,күтпестен,өзі,1
жерді,солқылдатып,естіліп,тұрды,1
Түнде,жатарда,ағамның,пальтосын,1
соңынан,шошайып,жалғыз,қалды,1
кейін,ұрынарға,қара,таппай,1
сабан,дүр-дүр,етіп,лауылдап,1
ауыз,мылтықтан,өзге,ештеңені,1
:,19,Анау,пальтоны,1
.,Ап-арық,",",шырпының,1
бұзауына,секіріп,мінген,.,1
бой,жеткен,қыздар,соқаның,1
–,Қойсаңшы,енді,",",1
отырғандай,дірілдей,шытынып,",",1
",",әлгі,дыбыстардың,бәрі,1
қайырған,талай,әйелдер,мен,1
аузыма,құямын,",",бірақ,1
ұзын,",",жүгіргенде,алдына,1
мен,бой,жеткен,қыздар,1
отырды,.,Онан,соң,1
бір,тыныштық,басты,.,1
жалынышты,шықты,.,Енді,1
Онан,соң,әлгі,баланың,1
жасыра,алмады,.,Енді,1
–,деп,тістенетін,Есікбай,1
ауылға,қырық,екінші,жылдың,1
қалған,киімдерін,еске,алып,1
.,–,Қойшы,",",1
.,Тіпті,келе-келе,күніне,1
қала,жаздады,.,Біз,1
дейтінбіз,",",өзінен,көп,1
қақалған,жоқ,",",түтінді,1
әйел,өзі,кеп,қолыңдағы,1
ап,",",лақтырып,жіберді,1
ойнап,жүргенбіз,.,Ары,1
кирзі,етігімен,теуіп,кеп,1
бастадым,.,–,Үйбай,1
да,жататын,.,Күніне,1
уағына,дейін,сырғанақта,жападан-жалғыз,1
мен,де,сұрап,бір,1
зулата,сырғанап,жүрген,Аян,1
қалмай,",",көзіңді,тарс,1
.,Көпке,дейін,ұйықтай,1
үнмен,.,–,Тура,1
23,Кешкісін,жерден,қазылған,1
кетті,.,Ол,өте,1
бөсті,Садық,.,–,1
жібереді,де,:,–,1
өмір,бойы,удай,сыздап,1
мен,сендерге,бір,қызық,1
Қосым,шыдай,алмай,.,1
тұла,бойды,шымырлатады,.,1
...,Әжем,ылғи,:,1
сол,мелшиген,күйде,жалтақжалтақ,1
қызығына,беріліп,отырғанымызда,",",1
Аянды,итермелей,түсіп,",",1
қарауытып,жатқан,терең,құзға,1
сырғанақты,онан,әрмен,жамандайтын,1
түнде,әлгі,бір,ғана,1
тебе,берді,.,Әуелде,1
темекі,тартпаспын,",",–,1
жөнелді,.,Менен,кейін,1
қуып,тастайды,.,Бірақ,1
тұратын,болды,.,Тобығы,1
етіп,өте,шықты,.,1
шатынап,",",танауын,пысылдатып,1
кейін,басқа,сөздің,бәрі,1
Асылбек,оның,аяғын,уқалап,1
түсімде,ағамды,көрдім,.,1
Аянның,әжесі,жерленді,.,1
бірде,ары-бері,теңселіп,",",1
сөзі,де,",",мазмұны,1
ағама,айтам,",",бәлем,1
Бір,күні,күн,бұлттанып,1
:,–,Жүр,",",1
Жүр,",",ойнайсың,ба,1
Көзімді,сәл,жұмсам-ақ,:,1
жоқ,бізге,оның,сол,1
өгізіңді,",",–,дейді,1
.,Сондайда,өгізден,домалап,1
.,Қараңғылық,ерте,түскен,1
иіс,.,Мен,бүйтіп,1
Аян,нанды,көргенде,",",1
керек,",",ал,біз,1
таза,бір,бала,тұр,1
.,–,Ата,",",1
.,–,Иә-ә,...,1
.,Сонан,кейін-ақ,ойынның,1
",",бірімізді-біріміз,итеріп,қап,1
тиісе,бастады,.,Аян,1
дейді,ғой,.,Аян,1
",",ұры,ит,кіріп,1
.,Бірде,",",түн,1
төр,алдына,атаммен,қатарласа,1
",",ақылды,бала,екен,1
аралығындағы,өңшең,бірөңкей,балалар,1
Аян,оған,жасқаншақтай,қарап,1
",",ес,қалмай,далбақтап,1
Көшеде,сырғанақта,біреу,зулатып,1
тұрса,.,Ол,енді,1
басып,күн,ұзын,соқа,1
ұстап,отыр,.,Мен,1
айтайын,ба,?,–,1
Үйдің,сырт,жағына,кеп,1
деген,не-ей,?,–,1
",",қиын,ба,",",1
...,3,Қызық,еді,1
кете,барды,.,Мен,1
.,Темекі,тартып,отырып,1
–,Ей,",",тағы,1
төңірекке,жалтақтай,береміз,.,1
шуылдаған,балалардың,ең,соңында,1
жоқ,",",сондықтан,төбелессем,1
тобығыңды,енді,шығарып,алма,1
боп,",",әй,кеп,1
күндізгі,ойын,кезінде,Аянға,1
Әй,",",Аян,",",1
үрді,.,«,Апыр-ай,1
ат,қораның,төбесі,күзде,1
кетер,ме,екен,»,1
желдің,ызыңы,неше,түрлі,1
16,жалымнан,мықтап,ұстап,1
",",шаңытып,тұрып,алады,1
түсердей,боп,жарқырайды,.,1
соған,қарай,қалдық,.,1
.,Кейде,әжесінің,айтқанын,1
барып,төбелесейік,",",–,1
",",елден,ерекше,даурыға,1
мен,тұрған,тұста,кішкентай,1
қайтқан,.,Кенет,бүкіл,1
–,Жүріңдер,",",үйдің,1
ғып,тартып,жүреді,ғой,1
қудай,",",қолы-басы,тоңған,1
кейін,ортамыздағы,Аян,тісінің,1
үшін,мұнан,ауыр,жаза,1
сұрайды,апам,.,–,1
қағып,:,–,Түн,1
түн,ортасында,",",дәл,1
ертегісі,таусылмай,ешкім,тырп,1
Сондықтан,да,біз,түнді,1
қарай,жүре,бастадым,.,1
жаутаңдап,",",өңі,боп-боз,1
бірақ,ешкім,жатпапты,.,1
сол,Тұржан,жүгіріп,жеткен,1
...,Біз,әр,дыбысты,1
.,Бірақ,",",амал,1
бен,мұрнымыздан,сорамыз,бірдей,1
бірдей,сырғанайтын,рульді,шана,1
кетуші,еді,.,У-шу,1
апам,шыққан,.,Менің,1
сырт,жағына,кеп,шаналарымызды,1
отырайық,.,Біз,оның,1
бір,ертегі,ойлап,шығарады,1
жұмсағанда,тілін,қайырған,талай,1
күннен,бастап,күнде,кешкісін,1
едік,.,Сондықтан,бірімізден-біріміз,1
себепті,қаладан,көшіп,келген,1
",",ей,",",менің,1
Онан,соң,қып-қызыл,боп,1
–,ертегі,қиял,дүниесіне,1
Шетімізден,пысқырынып,",",мұндай,1
",",ойыншық,сияқты,боп,1
Бар,білетініміз,:,Аян,1
ауыл,үшін,үлкен,мереке,1
есік,жақтағы,темір,пештің,1
шиімін,тұтатып,",",сонысын,1
бердім,.,Қуанғанынан,ол,1
сырқырап,кетеді,.,Сондайда,1
Әлдекім,келіп,",",былқ-сылқ,1
темекіні,қиындау,жерге,тығатын,1
пальтоны,алып,оның,алдына,1
қайыра,алмағанына,налығандай,боп,1
қарық,боп,қалды,.,1
береміз,.,Енді,бірде,1
басын,шайқап-шайқап,",",Аянды,1
аяғын,уқалап,",",сылай,1
жіберді,.,–,Кет,1
состиятын,да,тұратын,.,1
Тура,жалғыз,көзді,дәудің,1
жаман,әліне,қарамай,",",1
соң,",",аяғымды,",",1
мыналар,екен,ғой,.,1
тісінің,арасынан,сызылта,шырт,1
өзі,бастады,.,–,1
шыққан,екенбіз,.,Енді,1
қалған,тұяқ,ең,",",1
илектеніп,жата,берді,.,1
",",сөйтіп,",",жарымжан,1
–,Иә,",",неге,1
алдында,түсімде,ағамды,көрдім,1
«,міне,",",қалай,1
бөрікке,ұсап,қарауытып,тұрған,1
сүмірейіп,кеп,",",төр,1
дәулер,",",дию-перілер,жайлап,1
Аян,да,сырғанақ,басына,1
Қобыланды,батырдың,Тайбурылындай,ұшатын,1
сақылдап,тоңатынбыз,.,Бірақ,1
сорушы,едік,.,Ғажап,1
екеуі,біздің,ауылға,қырық,1
",",тегіс,ұмытып,қалмайық,1
қалды,.,Тіпті,Аянның,1
",",кетші,ары,",",1
анасы,содан,екі,ай,1
немелер,!,Онысы,несі-ай,1
",",кейін,ер,жеткен,1
сияқты,.,Әнге,екінші,1
.,Үйге,келсем,",",1
ұғады,ғой,",",жақсы,1
«,Аян,ғой,күн,1
барлары,шанасын,сүйретіп,",",1
-,Тырнағының,қайсы,–,1
күйде,",",ағасы,келген,1
күннің,ашық,болатынын,жұлдызға,1
–,Ой-бай,!,..,1
",",тәтті,",",–,1
жылап,келеді,екен,.,1
азын-аулақ,көрпе-жастық,тиелген,шананы,1
алысып,қоштасты,.,–,1
:,«,Аян,",",1
бала,оның,сөзіне,күлімсіреп,1
көк,жауқазын,шөпті,үңгіпүңгіп,1
Есікбай,Қосымның,бас,киімін,1
де,",",тұмсығын,созып,1
бір,сәтке,жадау,қалпымызды,1
алдындағы,бір,уыс,бидай,1
:,көк,семсерді,жарқ-жұрқ,1
Аян,ғой,күн,сайын,1
«,цоп,",",цобелеп,1
шөпке,белуардан,кіріп-ап,отырайық,1
.,–,Жақсыдан,қалған,1
Аса,жаннан,артық,көретін,1
болып,шуласып,",",Аянның,1
Мен,де,ердім,.,1
",",өзіміз,жайғаса,отырып,1
–,дедім,мен,де,1
өтіп,:,–,Ей,1
қайттік,",",дегендей,көшеде,1
алған,демінен,шошақ,тау,1
деді,анадайдан,дауыстап,.,1
.,Мен,сүмірейіп,кеп,1
Күніне,екі-үш,хаттан,жазады,1
.,Аян,оның,қолына,1
тұрған,қара,пальтоны,нұсқап,1
тұрды,.,Біраз,жүргеннен,1
Қосым,жалп,етіп,ұшып,1
қалай,ауыратынын,.,Сұмдық,1
бұрынғысындай,шанаға,отырғанына,қуана,1
–,Сенбісің,?,!,1
көшенің,басына,қарай,сүйрете,1
жазса,",",кейде,өз,1
алуды,әрқайсымыз,өзімізше,сөз,1
",",қолы-басы,тоңған,адамша,1
–,Аян,екен,.,1
кезек-кезек,үрлеп,қойып,",",1
тына,қалдық,.,Бір,1
Сен,тек,жығылып,қалмай,1
рулі,бар,",",алдында,1
жаутаңдап,қарап,қойып,",",1
«,...,–,Біраз,1
тізбелеп,айтып,шықты,.,1
әкетті,.,Іргеге,қарап,1
кемпірі,апаммен,ілесе,сыртқа,1
шикі,дәмі,білініп,тұрғандықтан,1
кім,?,–,Аян,1
?,–,Жолаушы,кетіпті,1
жағып,отырып,",",білдіртпей,1
қолын,қалтасына,сап,шіреніп,1
қалтасына,тықты,.,Онан,1
масақтарды,жинайды,.,Лауылдап,1
бара,жатты,.,Қоңыр,1
ойда,жатқан,сияқты,.,1
Қосымды,көкірегінен,итеріп,жіберді,1
.,Аян,бізге,қосылып,1
сасқалақтап,",",қорадан,секіріп-секіріп,1
ертегісін,бастады,.,Сол,1
түрімізді,көріп,Аян,сырғанақты,1
жайшылықтағыдан,әлдеқайда,көп,еді,1
болғанша,Аянды,күтіп,отырам,1
тұс-тұстан,жамырай,дуылдап,соғыста,1
бойды,шымырлатады,.,Шетімізден,1
әлдеқандай,боп,кейкиіп,",",1
.,Ашқылтым,иіс,аңқиды,1
көретін,аға,...,»,1
екі,көзі,қанталап,",",1
нағыз,мереке,болатын,.,1
да,бір,ізбен,шұбырып,1
",",–,деді,күлімсіреп,1
бұлттанып,",",оңынан,баяу,1
менің,–,16,жалымнан,1
.,Жуық,арада,сейіле,1
бір,нұры,құйылып,жарқырағандай,1
ал,Есікбай,көкеңнің,жұдырығын,1
балалар,үйіне,кеткелі,жатыр,1
өттім,.,Тамақ,сұрап,1
–,деді,таңырқап,.,1
тобығы,тайғыш,болып,алды,1
Аян,оның,қолын,бұрап,1
–,деп,менсінбегендей,ернін,1
ете,қалғанда,",",Аян,1
Жымың-жымың,етіп,күлетін,де,1
",",ат,ойнақтатып,жауға,1
түсіп,",",сайға,қарай,1
оңаша,қалған,соң,.,1
көрпесін,шірітіп,...,Есі,1
реттен,домалаушы,едік,...,1
!,Біз,үйге,кірдік,1
тебем,.,Апам,шошып,1
әкесі,майданға,аттанып,",",1
Төбелесесің,бе,?,–,1
ойын,үстінде,күрескенімізде,ол,1
жалап,қояды,.,Мен,1
еткендей,даусын,соза,сөйлеп,1
»,бергеннен,тамағымыз,жыртыла,1
қылғандай,тұла,бойды,шымырлатады,1
иіскедім,...,Әжем,ылғи,1
тек,жығылып,қалмай,",",1
",",–,деген,Аян,1
көзі,шарасынан,шығып,",",1
кетсем,апам,жаңа,сауып,1
",",ағама,тартқанмын,.,1
Бірдеңе,көрінер,мынаған,",",1
бастады,.,Аян,екеуміз,1
отырған,балалардың,бірі,шылымын,1
аңқиды,.,Жусанның,иісі,1
.,Бәрімізбен,де,жақсы,1
білмейді,екенсің,ғой,.,1
жерленді,.,Жұрт,ат,1
сыдырылған,тізесін,ұстаған,күйі,1
Жарайды,",",қойыңдаршы,",",1
–,денсаулығының,4,нашарлауы,1
да,тепті-ай,кеп,.,1
.,–,Ал,мен,1
шығып,алдық,та,",",1
мөңкіп-мөңкіп,жығып,кетті,.,1
Жым-жырт,айлы,түнде,әлгі,1
Бәріміз,жапа-тармағай,аспанға,қарадық,1
...,–,деп,Аян,1
бен,сырма,шарықтарымыз,зілдей,1
орындыққа,шығып,пальтоны,алып,1
Қосымның,мұрнынан,қан,дірдектеп,1
қарадық,.,Ол,со,1
қала,жаздайтын,.,«,1
оның,ертегі,айтатынын,білгеміз,1
кереметтей,сүйкімді,көрініп,",",1
боп,",",біреулері,төмен,1
.,Бір,кезде,ғана,1
",",қайдасың,?,!,1
деді,ол,жабырқаған,кескінмен,1
өтті,Есікбай,.,Біз,1
бақпайды,.,Тек,әлдебір,1
.,Бірақ,біз,бұған,1
өгіздер,мықшиып,тұрып,қалады,1
",",біреулері,төмен,қарай,1
сақылдап,күлумен,болды,.,1
Менің,де,мынадай,ақ,1
еніп,бара,жатыр,.,1
Біздің,ұсқынсыз,түрімізге,көңілі,1
оған,.,Бірақ,Аян,1
Аян,бәріміздің,шанамызды,бір-бір,1
ойынға,қайта,кірістік,.,1
бір,өгізден,домалап,тұскен,1
.,Аулақ,жүріңдер,әрі,1
тірі,болса,Жусандытөбеге,бір,1
Сондықтан,бірімізден-біріміз,артық,көрінбек,1
Ойынның,осындай,бір,қызу,1
Қараойдан,әкелінген,көк,жауқазын,1
пісіп,қалған,күйелеш,масақты,1
колхоз,жұмысына,біз,де,1
тұр,.,Ит,үрді,1
қораға,қарай,жүгірдік,.,1
бол,.,Адам,болсаң,1
кейін,көшенің,басына,шығып,1
",",аузыңды,ұрайын,",",1
біздің,ауыл,отынға,сабан,1
ауыз,бөлмеден,бос,тұрған,1
",",сабан,содан,тұтанса,1
басқа,балалар,",",осының,1
бойынша,Қосым,беруі,керек,1
Сары,су,іркілген,ат,1
ғана,көргендей,бәрімізге,бір-бір,1
Есікбай,:,–,Кәне,1
",",сирағымыздан,дырылдата,сүйреп,1
.,У-шу,боп,",",1
жетер,енді,",",–,1
–,деді,ол,жабырқаған,1
десіп,",",біз,де,1
балалар,",",көшеде,екіге,1
.,Жесір,әйелдер,мен,1
боп,тұрған,Ешкіөлмес,шоқысына,1
арада,сейіле,қоймайды,.,1
он,шақты,қозы-лақты,тауға,1
қоңыр,сиырын,бұйдасынан,жетелеп,1
деді,таңырқап,.,–,1
көңілсіз,еді,.,Садық,1
қисық,боп,бітіп,",",1
боп,тоңған,екі,қолын,1
Қазір,Тұржан,ағама,айтам,1
.,Аян,оны,белдесуге,1
соға,бастады,.,Аян,1
бәрімен,қол,алысып,қоштасты,1
шабар,едім,",",–,1
біткеннің,сауыры,қызыл,ала,1
темекінің,»,екі-үшеуін,тауысатынбыз,1
де,әлдеқайда,қызықты,еді,1
",",дір-дір,етеді,.,1
түкпір,бұрышқа,қарай,итеріп,1
жанғанда,сабан,дүр-дүр,етіп,1
табанынан,от,жарқ,етіп,1
соң,ба,",",кім,1
тартуға,дәрмендері,зорға,жетеді,1
–,деп,сұрайды,апам,1
.,–,Күн,ыстық,1
да,",",мұнан,өзге,1
алдына,етбетінен,түсіп,",",1
боп,жоғарыдан,төмен,қарай,1
күнге,қақталып,",",кешке,1
болып,алды,.,Қит,1
сейіле,қоймайды,.,Соның,1
тек,бастарынан,ғана,шабар,1
асыл,арманымыз,еді,.,1
.,Түн,қараңғылығында,шошақ,1
аузына,құятын,.,–,1
Біз,",",бәріміз,",",1
.,Бір,жамбастаған,күйде,1
екен,.,Екеуіміз,қатарласып,1
еткізді,.,Бірақ,үстінен,1
Ата,",",аяғымды,салып,1
айтқанын,түгел,орындайды,.,1
ол,.,Алыс-жұлыс,ойын,1
.,Домбыға,кезерген,ернін,1
ішінен,жылқылардың,күтір-күтір,шөп,1
зарлатады-ау,кеп,.,Үшеуінің,1
күннің,ішінде,екі,ертегіні,1
сырт,айналып,кетіп,жүрді,1
есік,пен,төрдей,жерге,1
түсіп,көзі,бажырайып,",",1
",",өгіздер,мықшиып,тұрып,1
зытуға,дайын,отыратынбыз,.,1
.,–,Әй,",",2
бар-жоғын,киініп,апты,.,1
ақыры,Садықтың,жанында,отырған,1
масақтар,бытырлап,кететін,.,1
анау,сайға,.,Ел,1
лақтырып,жіберді,.,–,1
сүзіп,жіберердей,боп,алға,1
төбелескісі,келіп,",",өзінен-өзі,1
жоқ,.,Ол,әжесі,1
сығырайып,тұрған,жетілік,шамның,1
мен,оңаша,қалған,соң,1
жатқан,Аянды,көтеріп,алды,1
еді,.,Былай,шық,1
Бірекі,рет,кейбір,шатаққұмар,1
«,ағаңды,анау,Жусантөбенің,1
та,шанамызды,бергенбіз,",",1
қайтып,оралатын,.,Оның,1
жүргеннен,кейін,жетім,баланың,1
жатып,құр,қол-аяғын,ербеңдете,1
екенін,білмеймін,",",ойының,1
жетім,бала,туралы,болушы,1
ылғи,беремін,",",ал,1
",",басқамыздан,орнын,биіктеу,1
үлкен,адамдарға,қарайды,.,1
паралич,болған,.,Басқа,1
енді,Аянды,итермелей,түсіп,1
боп,жасаурап,отыратын,қарт,1
.,Ағамның,иісі,сіңіп,1
.,Міне,",",иіскеп,1
барлары,аяғына,конькиін,байлап,1
көкем,шыға,келсе,...,1
рет,қана,тиетін,",",1
",",ақырындап,білегін,босатты,1
басына,көтере,азан-қазан,қып,1
келген,еді,.,Ол,1
–,деп,Садық,ауылдың,1
тұқырта,берді,.,Өздері,1
болсын,",",–,деді,1
өзі,аса,қатыгез,",",1
»,десе,",",«,1
тезегін,шылым,ғып,тартып,1
кішкентай,төмпешік,бар,болатын,1
түскеніңді,де,білмейсің,.,1
:,«,Топырағың,жеңіл,1
үн,келетін,құлаққа,...,1
ба,?,–,дегем,1
сығырайтып,тастайды,.,Мұнан,1
дию-перілер,жайлап,кеткендей,болушы,1
8,Мә,",",Аян,1
",",терісі,сыдырылған,тізесін,1
Ендігәрі,өлсем,де,темекі,1
мазақтап,",",өзін,біраз,1
бір-бір,реттен,теуіп,шықты,1
жекіріп,.,–,Тұржанның,1
Есікбай,.,–,Ал,1
бар,...,Мұнан,әрі,1
әлгі,төмпешікке,жеткенде,есік,1
жоқ,болған,соң,басынғаны,1
етпеуші,еді,.,Танауымызды,1
Нуы,»,деген,не-ей,1
ойнады,дегенді,қадай,шағарды,1
үрді,.,Тура,жалғыз,1
едім,оған,.,Сөзді,1
балалар,бір,сәтке,жадау,1
.,Ауылға,жаңа,баланың,1
жатты,.,Осыдан,кейін-ақ,1
оның,бұлқынғанына,қарамастан,тырп,1
Тобығы,үшінші,рет,тайғанда,1
тайып,бір,айдай,үйінде,1
–,Қорғары,жоқ,болған,1
",",жусанның,иісі,...,2
кейде,өз,бетінше,жаза,1
ернін,шүйіріп,қоятын,.,1
түрлі,жусанның,иісі,сияқты,1
",",–,деп,еліктіре,1
шанаға,сиқырлы,қанат,бітеді,1
да,:,–,Үйібай,1
ыстық,сүтті,апыл-ғұпыл,іше,1
Шетімізден,ит,талағандай,алым-жұлым,1
»,дегенмен,бірдей,еді,1
жатқанда-ақ,біздің,жүрегімізге,салған,1
үнмен,сызылтып,қана,:,1
қарай,лап,қойдық,.,1
деп,шанаңды,кесе-көлденең,тосып,1
енді,солай,қарай,жалтақтадық,1
алқына,дем,алады,.,1
.,Сондықтан,бірімізден-біріміз,артық,1
шанаңды,кесе-көлденең,тосып,жалынсаң,1
.,Сәлден,соң,Аян,1
сынық,салатын,адам,таба,1
",",тізеден,жоғары,қысқа,1
соң,қып-қызыл,боп,тоңған,1
неден,бастарымды,білмей,қипақтап,1
үрпиісіп,",",біреу,«,1
...,–,деп,айқай,1
де,соғысқа,барсам,",",1
Аян,от,жағып,отырып,1
ең,соңынан,шошайып,жалғыз,1
жаздады,.,Біз,",",1
кеп,бетті,тырнайтын,",",1
келген,соң,не,істеп,1
де,бүктеліп,жатып,қалды,1
",",ағасы,келген,соң,1
бастаған,кезде,ат,қораның,1
",",цобелеп,»,",",1
Бапай,да,кеп,Аянның,1
жанына,кеп,отырдым,.,1
бір,қызу,шағында,біздің,1
тұрған,тұста,кішкентай,төмпешік,1
дағды,бойынша,",",ауыл,1
қарады,да,қызараңдап,тұрып,1
тұрды,.,–,Аян,1
берді,.,Аян,оның,1
Көз,ұшында,бұлдырап,арба,1
ойбай,»,",",«,1
Бұл,күні,Аян,жалғыз,1
Сол,жолы,Аянның,тобығы,1
бүкіл,ауылды,шулыға,шыққан,1
әкеші,бір,сорайын,",",1
түсе,ентігіп,",",алабұртып,1
жеңіл,болсын,",",әже,1
бір-бір,сорумен-ақ,тауыстық,.,1
.,Кейде,қараптан-қарап,келе,1
",",аяғымды,салып,берші,1
Аянның,үйіне,қарай,лап,1
алып,келетінмін,.,Аян,1
оның,сөзіне,қошамет,білдіріп,1
",",өзінің,рулі,бар,1
ыдырап,қараңғылық,үйіріле,бастаған,1
үстінде,жұлынып,«,цоп,1
әй,кеп,мақтанатынбыз,.,1
.,–,Қотыр,тай,1
Бірақ,олыр,кетісімен,қайта,1
тыңдайсыңдар,ма,деді,?,1
–,деген,.,Сондықтан,1
Алғашқы,күннен,бастап,Аянмен,1
түсіп,:,–,Сенімен,1
оны,талай,жерге,дейін,1
",",шөп,қуысына,тығыла,1
Менің,оянғанымды,көріп,:,1
соң,көрдім,",",көзі,1
қысқа,қара,шалбар,киген,1
қарай,жүгірді,.,Екеуінің,1
алмағанына,налығандай,боп,:,1
солтақтай,жүгірген,күйде,:,1
береді,.,Тек,бір,1
ә.,Қыз,алып,қашқалы,1
бойың,езіліп,көзіңді,аша,1
батып,еді,.,Тағдыр,1
",",мына,жиен,балаға,1
ол,нендей,әдіс,",",1
жиырмаотыз,хаттан,кетіп,жататын,1
етене,жақын,дос,болуды,1
десе,",",«,ойбай,1
",",айдалада,тапқанмын,»,1
қанша,күшенгенімен,жығуға,шамасы,1
бергеннен,тамағымыз,жыртыла,ауырып,1
бойы,удай,сыздап,",",1
кімдікі,қара,",",кімдікі,1
қабылдады,.,Қаралы,қағазды,1
жүгірген,Аянға,келген,еді,1
алмай,",",жүгіріп,сырғанаққа,1
",",оның,ертегі,айтатынын,1
майымен,Аянның,тобығы,тайған,1
қалтамның,түбіндегі,қоқымға,дейін,1
сынағандай,әрқайсымызды,бір-бір,шолып,1
біртіндеп,ер-азаматтар,қайта,бастады,1
.,Ақыры,қолымыз,темекі,1
Қойшы-ей,",",мынау,дөй,1
өзі,кереметтей,сүйкімді,көрініп,1
.,Оның,қорқырай,алған,1
",",–,деп,кінжіді,1
.,Ұшып,тұрған,Есікбай,1
бастаған,",",біз,бір,1
қиын,да,емес,шығар,1
атала,көже,сияқты,бірдеңені,1
да,соңғы,сөздері,бізге,1
таудың,биігі-ай,.,Алыстағы,1
ентігіп,",",алабұртып,",",1
Күн,ұясына,еніп,бара,1
Аянның,үйінен,шығып,жатыр,1
жиналған,қатын-қалаш,",",кемпір-шалдың,1
өтіп,",",бері,өткен,1
қол,",",бір,аяғынан,1
деді,ақыры,Садықтың,жанында,1
тастайды,.,Мұнан,кейін,1
қыруды,",",сөйтіп,әкеағаларымызды,1
.,Бұл,сөзіме,Аян,1
құлақ,салмайтын,.,Майға,1
пештің,түбіндегі,өз,орны,1
тырысамыз,.,23,Кешкісін,1
тезегі,салынған,ешкі,сирақ,1
Бір,кез,Аян,:,1
дейін,тоспа,басында,ойнадық,1
қойыңдаршы,",",–,деп,1
кеу-кеулеп,алдық,.,–,1
алым-жұлым,киінген,қара,борбай,1
Аян,қалпақша,қалқып,барып,1
Ол,–,көктем,кезінде,1
шайға,бойы,бусанған,қарт,1
қозы-лақты,тауға,қарай,өргізіп,1
.,Күніне,екі-үш,хаттан,1
енді,",",–,дейтін,1
–,деп,мұнан,арғы,1
тұрғандай,көрінді,бізге,.,1
ағатай,",",мә,",",1
